D_N_M_Emission,D_N_M_Row_Checksum,Do_N_M_Modifiedon,Name,Scope,Emissions_Source,Activity_type,Calculation_date,Transaction_date,Consumption_start_date,Consumption_end_date,Country_Region,Organizational_unit,Facility,Source,Latitude,Longitude,CH4,CH4_unit,CO2,CO2_unit,N2O,N2O_unit,CO2E,CO2E_unit,Ismarketbased,Isbiogenic,Emission_factor,Factor_mapping,Adjusted_activity_quantity,Adjusted_activity_quantity_unit,Origin_correlation_ID,Industry
94872874-e117-ef11-840a-7c1e520f31c6,GQQlRqjk0zqlH8H4CR0kDVv0wxcV+N5B7sqZaKUt4b220ER9+FH2j537wQhKrzNH5fm+8aTrJwNRJxrmtmYBAw==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Composted,22-05-2024,16-03-2022,01-04-2022,30-04-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,11.1,kg,92.5,kg,7.4,kg,2575.2,kg,No,No,Composted,Composted,37,tonnes,4d18b4ec3af40d69543654923f8726e2,Retail
a0e2bd6f-e117-ef11-840a-002248d4d4f0,b4lu3nODAOIzos76AEJ3RBXIBDQ4Ajz4pvaiagc0WIgphM4ZsaChAwD257AyoU/kgN/qqON3JFgvxlawQJlcbw==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Landfilled,22-05-2024,17-01-2022,01-02-2022,28-02-2022,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,0,kg,0,kg,0,g,0,kg,No,No,Landfilled,Landfilled,0,tonnes,24681d29b724142859aff65e8c14d468,Retail
2eeadf74-e117-ef11-840a-6045bdaef7dd,HKUHJ0QGqgCTclOvP2xgUJocXQBaagswq9+jWkuNCF7AiofuXECL/K/ImCLwvW6IjG6v4L67C+R7f4+o2YR3FA==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,15-12-2023,01-01-2024,31-01-2024,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,2812.5,kg,112.5,kg,6885,g,72476.73,kg,No,No,Landfilled,Landfilled,45,tonnes,f4021f2fd1055d3a1528a0804d3592cc,Retail
cd3f4278-e117-ef11-840a-6045bde823ec,awAfxVluHs5JJmhQzPV/Fp4I4mX/PKzXpi4y3/OPJyFAJS3+rOs1z44lSd0YzA0ypV1/os5Dx58boaKeqGNP5Q==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,17-05-2022,01-06-2022,30-06-2022,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,0.9,kg,7.5,kg,0.6,kg,208.8,kg,No,No,Composted,Composted,3,tonnes,865e9f210a1b6aa60ebb596e393d13a1,Retail
771b2977-e117-ef11-840a-7c1e5205d72d,j5qo/Hodp6QQt4dGh2ywbjLZqXQWUnKWIpGPtLpkDFHGb7yyVf3ljgDtZxW0ICdDqVFrAZjvQrpY6kC/e5eUQA==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,15-04-2023,01-05-2023,30-05-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,20000,kg,800,kg,48960,g,515390.08,kg,No,No,Landfilled,Landfilled,320,tonnes,d7d662e83a70cc4af9c416c078c9c9b0,Retail
51404278-e117-ef11-840a-6045bde823ec,S3LNT5RlmLp3agTZNKusGZXsbeRhMqXzwCshOHV7URfd/YBYQ6/Uo8pUtQBYRZADVu/EFRsA2BNGRcBO+JgwZg==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Composted,22-05-2024,14-07-2022,01-08-2022,31-08-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,3.9,kg,32.5,kg,2.6,kg,904.8,kg,No,No,Composted,Composted,13,tonnes,d553e0eb78535c01f07a5672729adad2,Retail
a19d3b7d-e117-ef11-840a-7c1e5205d72d,rCy3HiokP4Ty9FCB1PeyEq2ihTspH+aBmTAS4QZ5pMBekQDmTzavFL7Qmy/mxBb2qUkRdOkXa+TZfAuZd7yF3g==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,15-07-2023,01-08-2023,30-08-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,0.3,kg,2.5,kg,0.2,kg,69.6,kg,No,No,Composted,Composted,1,tonnes,9119781c7534f163321c91bb0333a23b,Retail
af4a6f73-e117-ef11-840a-002248d4f085,XJmzJmyhL3a5HwafpuU5HdFaWvberO9xt+GAKYd+kXTUm+amzh5979jCHTDn4W8NN3HH8bDJHDAN8GXTvIqhcw==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,13-06-2022,01-07-2022,31-07-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,4000,kg,160,kg,9792,g,103078.016,kg,No,No,Landfilled,Landfilled,64,tonnes,6b4b3d927ba27ec89fe02c165c669674,Retail
b5c42671-e117-ef11-840a-7c1e5205d72d,jVMrZWd3OQSACiloNFEm3ZhK2PTHRZo1Cg9QVJLSlieTF8WuOwAWOZ0R0MPl6fVANtLC4au/WUBp1+tt+nAUBQ==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,14-08-2022,01-09-2022,30-09-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,7625,kg,305,kg,18666,g,196492.468,kg,No,No,Landfilled,Landfilled,122,tonnes,e19d9adfab2fcbf21e8b82036e269eec,Retail
d5c42671-e117-ef11-840a-7c1e5205d72d,hhfXXl0T86MWxkGjWTsaogM2ntpibuyw3aAE9nX3xjR+2hN4VW77JRpoWW88Fw/StQX0CvSMEw88weqz+CD6RA==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,17-01-2022,01-02-2022,28-02-2022,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,0,kg,0,kg,0,kg,0,kg,No,No,Composted,Composted,0,tonnes,82a071b0acd06d45d349aab62085f9a5,Retail
201b2977-e117-ef11-840a-7c1e5205d72d,FACoH3uLVgM/h/dbgP5y8Njx9puNgj+TtT5T+iplTB3zx+k163gzVv7jnOHHjTH2pyZ9IiQPTfqffMVNj6p36A==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,14-10-2023,01-11-2023,30-11-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,9875,kg,395,kg,24174,g,254473.852,kg,No,No,Landfilled,Landfilled,158,tonnes,a64a806d8f5add0c09b70d9c1563ce65,Retail
d73f4278-e117-ef11-840a-6045bde823ec,VljjrELg1w2J4TTjk9MY81yIiiLB3ZXdhevqWGq9+mmGZL8AvCKgKDz1xZGPqMNCqTHwuzEUdqI6lEmoTPezHQ==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Landfilled,22-05-2024,13-10-2022,01-11-2022,30-11-2022,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,9500,kg,380,kg,23256,g,244810.288,kg,No,No,Landfilled,Landfilled,152,tonnes,73ae699069a611f505dfb4c868c56757,Retail
ba020277-e117-ef11-840a-6045bde848a8,GCKMoSe6mcUSS/edAEMXTWBLxeXQzySNkuFWne3TqYcEIxoYEgLR3RgJJl6hxSdv+Pv+Mhy9wBWo6kC2qYSVxg==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,09-02-2022,01-03-2022,31-03-2022,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,0,kg,0,kg,0,g,0,kg,No,No,Landfilled,Landfilled,0,tonnes,dc3236962a0e68623aaa5bc54c1278df,Retail
959d3b7d-e117-ef11-840a-7c1e5205d72d,fsNeURMD1ebIfq2Wl6UNFRjBsxrxl/edcbtJvNkXGfC/UbBME05KeFsGR9oGpxBNo72djBRdzcInEo07IX9pSQ==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,17-08-2023,01-09-2023,30-09-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,20500,kg,820,kg,50184,g,528274.832,kg,No,No,Landfilled,Landfilled,328,tonnes,1d55042fba941ca754eef93f7b9403fa,Retail
aa872874-e117-ef11-840a-7c1e520f31c6,Ek+3lie0h2Dnc7z3vtILpUSVUfQPLoHuDraBAnli4TK5jC3jMaKwC40dMhjvvNsY7+a4qBEcrJabGluKhDQqWQ==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,16-09-2022,01-10-2022,31-10-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,30625,kg,1225,kg,74970,g,789191.06,kg,No,No,Landfilled,Landfilled,490,tonnes,23795cfd1177693dde74ad533ea7de3e,Retail
b1872874-e117-ef11-840a-7c1e520f31c6,W0SKDzuIF26BnMCpNHpWtd65gBJBfRfcg3MMW3LVHMFZIQO61O5/JLn0JZQIyRGDCN05YbaIGnM+rtzVNt+Cbw==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,15-11-2022,01-12-2022,31-12-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,5375,kg,215,kg,13158,g,138511.084,kg,No,No,Landfilled,Landfilled,86,tonnes,ad7018a4f5e3447ac921a11601e68536,Retail
9e4a6f73-e117-ef11-840a-002248d4f085,WY6NUBK5i4imJkv0bWWYYYMoASGZaH9ghCIZGy843nKoL+guRZKd69IzivFLmDmrlIUuLevWEVYqvQNgzWrBlg==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,13-10-2023,01-11-2023,30-11-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,5312.5,kg,212.5,kg,13005,g,136900.49,kg,No,No,Landfilled,Landfilled,85,tonnes,f2d1e11130e0c86e14c513ae748391fa,Retail
741b2977-e117-ef11-840a-7c1e5205d72d,pnsJ+qoB7UE+HwXl65IyCBCfPDdQVlnTcwSA/cSHsePca7YZsRxIvIrpq4BNsPhovvpiyob6bkp0CEeSOyNyEQ==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,17-08-2023,01-09-2023,30-09-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,0.3,kg,2.5,kg,0.2,kg,69.6,kg,No,No,Composted,Composted,1,tonnes,7d5f9790e1d9cf05527b5ad23557439a,Retail
e2c42671-e117-ef11-840a-7c1e5205d72d,PQlur4Q5exWofKNRYT90RAcFLSawI3Q4RjA+JeUatc8lPedaz+iKHvl1LGNZL2J/VeXi8sl2WG4U2/k0tHKrpQ==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,15-10-2023,01-11-2023,30-11-2023,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,2187.5,kg,87.5,kg,5355,g,56370.79,kg,No,No,Landfilled,Landfilled,35,tonnes,f6a19c9b56b2bfe6a56a9d4f078477f5,Retail
6feadf74-e117-ef11-840a-6045bdaef7dd,k29Ak3vRnGF5BfUKiGs0Q8sVpd7R54qhIEXWYo0WE+S1aDiPa+jvSClbC5YoDVnA+tnXJ8DC7+ZUH3vwfhwuEA==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,15-05-2022,01-06-2022,30-06-2022,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,0,kg,0,kg,0,g,0,kg,No,No,Landfilled,Landfilled,0,tonnes,0936868a6bf49ab6cb357ab79dea13e6,Retail
d43f4278-e117-ef11-840a-6045bde823ec,TjHPgxq/sDf4OS46NSqSsYaohG/WosmHPU4P7uGR+MalKEXEpM3JLlJ4iHu6VR/2a+WxfZqSZ/qWcBezJ11dOA==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Composted,22-05-2024,14-10-2022,01-11-2022,30-11-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,11.4,kg,95,kg,7.6,kg,2644.8,kg,No,No,Composted,Composted,38,tonnes,9db155bf75c29f58715afafa3639375f,Retail
d14a6f73-e117-ef11-840a-002248d4f085,iFE8sPREv22mHxzFlTBHxEkbg+v1wKIZamJUQojMcvvLZC2glWiC2OtY85ByksQLy4CilJvCLJGOPB1Yg7TCpQ==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Landfilled,22-05-2024,13-03-2022,01-04-2022,30-04-2022,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,7625,kg,305,kg,18666,g,196492.468,kg,No,No,Landfilled,Landfilled,122,tonnes,60cd3a0b16b4ea5890cba292f2b237f9,Retail
ec4a6f73-e117-ef11-840a-002248d4f085,QW4t9Jq1OAloIqHfLHbKJSAE4E2n9zsD80grUEC0F8LqHQN563x0bWFzdOFDP12OgJt3C5YgB7l/DV+V/h80Dg==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,15-03-2023,01-04-2023,30-04-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,0.9,kg,7.5,kg,0.6,kg,208.8,kg,No,No,Composted,Composted,3,tonnes,83783db99ce39a75912a776287383e8c,Retail
4b10c278-e117-ef11-840a-6045bdad28d3,+e1o1x4NA/vOsSGcVcVNj3ZyNU5Hy+aSK2obzad6q8mbx/ijgFRV32Rb3bmjpY7tvTFSaJeuaEp/z8CHOmM8ew==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,11-06-2022,01-07-2022,31-07-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,2500,kg,100,kg,6120,g,64423.76,kg,No,No,Landfilled,Landfilled,40,tonnes,dba335cab3ef84326d9f967595687431,Retail
919d3b7d-e117-ef11-840a-7c1e5205d72d,Dfyl/EhiRbLp/2RYSlgrh42nwvPCSg8kbBBgR5xBJepFeIWOua1yhipXTeQ8SLv+R4C69l8X8b9zGBGzKHRJdw==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,13-03-2022,01-04-2022,30-04-2022,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,2187.5,kg,87.5,kg,5355,g,56370.79,kg,No,No,Landfilled,Landfilled,35,tonnes,4038f529f1d6a14abcb71abee3ec44f0,Retail
805c2874-e117-ef11-840a-6045bdaf1fd6,9l0nrjYp+i2sDZJL5Q25kl4bxiadNTwUdcPGSt47T4TfrgHcHZeEBYESGR2ptVOq15Kz6IalW1VrFErUI7bSog==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,15-05-2022,01-06-2022,30-06-2022,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,125,kg,5,kg,306,g,3221.188,kg,No,No,Landfilled,Landfilled,2,tonnes,43deaaf92683dca58a130bed4ba99f9c,Retail
85e2bd6f-e117-ef11-840a-002248d4d4f0,v5rHbgF1oIyS1RgkfAIEDyV+TYiqraDsFFg/rHt15m4R/FhGYBDbHM/T8KiNATkq8otefJ+TQNwpx+vKanw+DA==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,17-10-2022,01-11-2022,30-11-2022,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,39,kg,325,kg,26,kg,9048,kg,No,No,Composted,Composted,130,tonnes,508b6c32cd371183330dfe3409631571,Retail
d0020277-e117-ef11-840a-6045bde848a8,yXhVYuOkjYMq6xC3Kag5SC9bj9OTd0PUKcdd05vSuVDcgP9bWiiY8i3N6SGf7+K3EkEin/eipTFYxbK7vB3O2g==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,13-06-2023,01-07-2023,30-07-2023,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,3187.5,kg,127.5,kg,7803,g,82140.294,kg,No,No,Landfilled,Landfilled,51,tonnes,c2ce288c1d020d27d80584658f8277ff,Retail
efd6277a-e117-ef11-840a-6045bdaf1fd6,KBV6jSa39tw3bPjnmEU7hfz9MQ0NwEmczCG6bBwtMcYnJ1S6Bjwcu2FxvJeuk+Qc2irG49t7miHo/KVvLaMCBw==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,12-03-2022,01-04-2022,30-04-2022,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,0.6,kg,5,kg,0.4,kg,139.2,kg,No,No,Composted,Composted,2,tonnes,0cd33bf9323b2417ac2d6d7fbacaa59c,Retail
d3c3db7a-e117-ef11-840a-6045bdaef7dd,V5toJJFSpzfy8bb8DNYCp4Z+1H7BWDB14uVXlTqKQH2w6zFYSVo6rpK2gzMZx0eWE6UdK5wXlSBUqmDGqPqs1Q==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,14-05-2022,01-06-2022,30-06-2022,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,0,kg,0,kg,0,kg,0,kg,No,No,Composted,Composted,0,tonnes,fcdf5ca58fcbe578b53b90de5e1117f0,Retail
e9c3db7a-e117-ef11-840a-6045bdaef7dd,h5spLg+HhT1iKjaLggWUGQpwMAgg7HI+jALS8/xySUz+MyRp9BcAPI7Rc8h6MZMZzracIUxp/6lK0eQYIB1hRQ==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,10-02-2024,01-03-2024,31-03-2024,USA,One Shop,O&S USA,Waste Management Inc,0,0,6062.5,kg,242.5,kg,14841,g,156227.618,kg,No,No,Landfilled,Landfilled,97,tonnes,13b0b0048076550342178c20de4653f9,Retail
a64a6f73-e117-ef11-840a-002248d4f085,ybCBCW04NORNCv8GOPokZslA6zU5TuhcMl93nNcfGjhMxJ7RtiNhAm+qbyc8ObH/158hD1MxZ0E9mvZ5uRk+Ww==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,12-07-2022,01-08-2022,31-08-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,12250,kg,490,kg,29988,g,315676.424,kg,No,No,Landfilled,Landfilled,196,tonnes,912485c7afcf95defb244ffb59583771,Retail
e5c42671-e117-ef11-840a-7c1e5205d72d,JxQrgvU9o7F7oPt1vZpsDvO7HbLu2eHTIETTX1lreiTsktLaefqk3QWp3Pi9ujxIFe5z/Nlj6Ca/ncbKjaG/+g==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Composted,22-05-2024,09-02-2022,01-03-2022,31-03-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,18,kg,150,kg,12,kg,4176,kg,No,No,Composted,Composted,60,tonnes,c11ecd0f4f46ed32cc8773ad2b51203a,Retail
2c080c76-e117-ef11-840a-002248d4d4f0,1i6Sm6ehJNTNacXqdmRR09EYcVU/nlhU7/5ksQ/xTRQcf+/YI1BIlOClSXuqTAN6C5Z7unysQm5R/MP39ESwVA==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Composted,22-05-2024,14-11-2022,01-12-2022,31-12-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,3.9,kg,32.5,kg,2.6,kg,904.8,kg,No,No,Composted,Composted,13,tonnes,5c7523edb7ae7d9cbec72b55d5d844df,Retail
fc3f4278-e117-ef11-840a-6045bde823ec,Yy4KllWwG8wn2xtZuazFhqaiRfr1RkdOSQhhULN/AfEdbg24S4DmeE+NiO2uTrJObprH9MpyJBpsNjOyyPqpIQ==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Landfilled,22-05-2024,16-03-2022,01-04-2022,30-04-2022,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,16750,kg,670,kg,41004,g,431639.192,kg,No,No,Landfilled,Landfilled,268,tonnes,424f4d78b027043bae9478acea0607f9,Retail
58dc8879-e117-ef11-840a-6045bdcf29a6,75ov32VKkEJ38Nyauq8YAz23y6QoKRps9RFK7Lx36OE6TKf7b2qhgxM4nG2f7eYROIeb7A40zymuh1v4UqG22Q==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,15-10-2022,01-11-2022,30-11-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,20500,kg,820,kg,50184,g,528274.832,kg,No,No,Landfilled,Landfilled,328,tonnes,30f6ad7be51104fe464ca8ad7489c7fc,Retail
57404278-e117-ef11-840a-6045bde823ec,SR+mnDuCOUzdWuHawz4CVJSs6om6swDe62PQ01qIPRj3yUlYXQhyGLQikIKxROCpt5whwjSUMGTpEk8l9ShpiA==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,13-11-2023,01-12-2023,31-12-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,1562.5,kg,62.5,kg,3825,g,40264.85,kg,No,No,Landfilled,Landfilled,25,tonnes,88943ab5324b36b5a23fd22b5cb7e7f6,Retail
9358047c-e117-ef11-840a-002248d4d4f0,FSDTxdL+fAG+uuEPu/Tbsf4e4cQWHYGxRCZdPC03Gosujb6eK+1/AKgUzGLlFx1Gqm42WJkvIuJf37RqGa60fg==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,16-03-2022,01-04-2022,30-04-2022,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,33.3,kg,277.5,kg,22.2,kg,7725.6,kg,No,No,Composted,Composted,111,tonnes,aad4fc6e29e0b37775b3270e7aa2d633,Retail
5deadf74-e117-ef11-840a-6045bdaef7dd,nlZoHgEAAvljFNfHkSWbxLwv0FyUUwSczK/koieGdew/pCCP2XwWdViA4HSLylBueh6xrMVMWGMbRieEIbXt+Q==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Landfilled,22-05-2024,16-12-2022,01-01-2023,31-01-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,10000,kg,400,kg,24480,g,257695.04,kg,No,No,Landfilled,Landfilled,160,tonnes,ea13f73f0e84f69e22c228e4e519c46a,Retail
391b2977-e117-ef11-840a-7c1e5205d72d,rZqhzlyv2MCyBL3loyUMNiYR7hng1zptSu9tI8GqFZUGZZARd4yyNbtST01IhqTX1YzGCJycQiK6NEA5o1DfZw==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Composted,22-05-2024,15-01-2023,01-02-2023,28-02-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,6.9,kg,57.5,kg,4.6,kg,1600.8,kg,No,No,Composted,Composted,23,tonnes,b25d605ac878a387531b881ef85a8ad0,Retail
eb4a6f73-e117-ef11-840a-002248d4f085,6cphnmPzVnsSycNh0rYgbzFA4ia5TBA+0nvshqt2jYdYXbWtlMOC2PXd7BreTH58yDcLMECOy7bSmVAJQ/vXEQ==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,11-06-2022,01-07-2022,31-07-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,1375,kg,55,kg,3366,g,35433.068,kg,No,No,Landfilled,Landfilled,22,tonnes,1dbdf967e9b9d9a8799dbf351e728db9,Retail
4910c278-e117-ef11-840a-6045bdad28d3,uIghHFNTulTxk8+L40DOkPOfYh/oD7gAsk6PeBluSuk/on37c6p7CPnwrxta0A4Ek6yMO3B83zHm1S0c7w5eAQ==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,13-07-2023,01-08-2023,30-08-2023,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,3187.5,kg,127.5,kg,7803,g,82140.294,kg,No,No,Landfilled,Landfilled,51,tonnes,16a6aac39d4017d6646ad4b40a47fc77,Retail
6d10c278-e117-ef11-840a-6045bdad28d3,zBRgObfvu5oTTlf+s0J4bKDWDlVr24p0xHWqYC93zqB6KQVyKLcsvWxtWu2Oex7fLlneSAMt7aRYHuuHNybExQ==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,14-09-2023,01-10-2023,31-10-2023,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,0.6,kg,5,kg,0.4,kg,139.2,kg,No,No,Composted,Composted,2,tonnes,534a383d64487f8990f252df744023b2,Retail
ce020277-e117-ef11-840a-6045bde848a8,AiN3sbJz+0acl3wqxa65cl59rPzlK+MNmh4u4B+2unT8cMGhhDs1c3mTWCrwxH6gGPG4jNZ0X4+ioQAiISjWsA==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,14-05-2023,01-06-2023,30-06-2023,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,6062.5,kg,242.5,kg,14841,g,156227.618,kg,No,No,Landfilled,Landfilled,97,tonnes,d972b2ee232d2c2f8d35c3444907a5b8,Retail
53404278-e117-ef11-840a-6045bde823ec,GqUdqwoDMCFSKX9LapDnQ2p02IPvNMIIoS28oCzgj219RPDFuNiADXRfeAgBEtKioBVi0AUVwGvp/d4K9Oh3/w==,22-05-2024 02:17,Bio Service Nord,Scope 3,Waste generated in operations,Composted,22-05-2024,13-12-2023,01-01-2024,31-01-2024,DEU,One Shop,O&S Germany,Bio Service Nord,0,0,3.3,kg,27.5,kg,2.2,kg,765.6,kg,No,No,Composted,Composted,11,tonnes,ce59778f4aabdf5b60d25d43c8834f91,Retail
889d3b7d-e117-ef11-840a-7c1e5205d72d,ukOMmph70cPOqmjOvYfQgFhbXPSrvAtowNH8comYkfOgh5Z3VqF2RERsjiQPHrD8VwtuLefFrAfQ+yxJ3KL+6Q==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,12-07-2023,01-08-2023,30-08-2023,USA,One Shop,O&S USA,Waste Management Inc,0,0,34250,kg,1370,kg,83844,g,882605.512,kg,No,No,Landfilled,Landfilled,548,tonnes,23e0ee02b882aa3fa14dc28d01108200,Retail
a39d3b7d-e117-ef11-840a-7c1e5205d72d,ZHcyWUbV9jtv+lazYY8lkxWNRTlyiV1G3KiIUaKQYDXjLpRr1KuxdETE+8X0KapRFYt3N041TTFowcAydoJWfw==,22-05-2024 02:17,Waste Management Inc,Scope 3,Waste generated in operations,Landfilled,22-05-2024,15-01-2022,01-02-2022,28-02-2022,USA,One Shop,O&S USA,Waste Management Inc,0,0,250,kg,10,kg,612,g,6442.376,kg,No,No,Landfilled,Landfilled,4,tonnes,01bc1678e425aa4c94ea306e225716b3,Retail
939d3b7d-e117-ef11-840a-7c1e5205d72d,lAfbQf6Xri6NEKYXXb9bLcC1TvqbVVa4OpETJRf/iOIV9XWISXyeeNQYd9sBuB80NNHD75b+7O2Tk2++Ifn5gw==,22-05-2024 02:17,Zhejiang Weiming Environment Protection Co. Ltd,Scope 3,Waste generated in operations,Landfilled,22-05-2024,12-01-2023,01-02-2023,28-02-2023,CHN,One Shop,O&S China,Zhejiang Weiming Environment Protection Co. Ltd,0,0,6187.5,kg,247.5,kg,15147,g,159448.806,kg,No,No,Landfilled,Landfilled,99,tonnes,f43d2beeed5eff30fa1459b184617a97,Retail
